,datadate,feature,value score,feature description,feature definition,month
1061,2021-03-01,intcov_ratio,0.0026959999999999996,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-03
1062,2021-04-01,intcov_ratio,0.0004639999999999999,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-04
1063,2021-05-01,intcov_ratio,0.0008880000000000003,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-05
1064,2021-06-01,intcov_ratio,0.004131999999999999,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-06
1065,2021-07-01,intcov_ratio,0.0028200000000000005,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-07
1066,2021-08-01,intcov_ratio,-0.003731999999999999,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-08
1067,2021-09-01,intcov_ratio,-0.0005519999999999999,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-09
1068,2021-10-01,intcov_ratio,-0.002176,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-10
1069,2021-11-01,intcov_ratio,-0.0023799999999999997,Interest Coverage Ratio,Multiple of Earnings Before Interest and Taxes to Interest and Related Expenses,2021-11
1070,2004-02-01,pretret_noa,0.002591999999999999,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-02
1071,2004-03-01,pretret_noa,0.001032,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-03
1072,2004-04-01,pretret_noa,8.000000000000006e-06,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-04
1073,2004-05-01,pretret_noa,0.0014280000000000004,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-05
1074,2004-06-01,pretret_noa,0.0006240000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-06
1075,2004-07-01,pretret_noa,-0.0016519999999999996,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-07
1076,2004-08-01,pretret_noa,0.0006640000000000005,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-08
1077,2004-09-01,pretret_noa,0.0012119999999999998,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-09
1078,2004-10-01,pretret_noa,0.00015600000000000008,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-10
1079,2004-11-01,pretret_noa,-0.0020960000000000006,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-11
1080,2004-12-01,pretret_noa,-0.0006239999999999997,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2004-12
1081,2005-01-01,pretret_noa,-0.0020919999999999997,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-01
1082,2005-02-01,pretret_noa,0.001868000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-02
1083,2005-03-01,pretret_noa,0.0026720000000000008,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-03
1084,2005-04-01,pretret_noa,0.004555999999999999,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-04
1085,2005-05-01,pretret_noa,0.002076000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-05
1086,2005-06-01,pretret_noa,0.002759999999999999,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-06
1087,2005-07-01,pretret_noa,-0.002984,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-07
1088,2005-08-01,pretret_noa,-0.00013999999999999953,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-08
1089,2005-09-01,pretret_noa,0.00023200000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-09
1090,2005-10-01,pretret_noa,0.0015840000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-10
1091,2005-11-01,pretret_noa,-0.001756,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-11
1092,2005-12-01,pretret_noa,-0.0007880000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2005-12
1093,2006-01-01,pretret_noa,-0.0027080000000000008,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-01
1094,2006-02-01,pretret_noa,0.00012000000000000011,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-02
1095,2006-03-01,pretret_noa,0.00438,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-03
1096,2006-04-01,pretret_noa,-0.0003080000000000004,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-04
1097,2006-05-01,pretret_noa,-0.00047199999999999966,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-05
1098,2006-06-01,pretret_noa,-0.0004919999999999999,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-06
1099,2006-07-01,pretret_noa,-0.0008920000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-07
1100,2006-08-01,pretret_noa,-0.0022400000000000002,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-08
1101,2006-09-01,pretret_noa,-0.00044400000000000055,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-09
1102,2006-10-01,pretret_noa,-0.0027199999999999998,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-10
1103,2006-11-01,pretret_noa,0.0009320000000000002,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-11
1104,2006-12-01,pretret_noa,-0.0005440000000000002,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2006-12
1105,2007-01-01,pretret_noa,-0.0033199999999999996,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-01
1106,2007-02-01,pretret_noa,-6.399999999999962e-05,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-02
1107,2007-03-01,pretret_noa,-0.0020120000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-03
1108,2007-04-01,pretret_noa,-0.00039999999999999996,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-04
1109,2007-05-01,pretret_noa,-0.0003120000000000004,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-05
1110,2007-06-01,pretret_noa,0.0010960000000000004,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-06
1111,2007-07-01,pretret_noa,-0.0008760000000000006,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-07
1112,2007-08-01,pretret_noa,-0.0030719999999999996,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-08
1113,2007-09-01,pretret_noa,0.000444,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-09
1114,2007-10-01,pretret_noa,0.000684,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-10
1115,2007-11-01,pretret_noa,0.0007959999999999998,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-11
1116,2007-12-01,pretret_noa,-0.00022400000000000016,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2007-12
1117,2008-01-01,pretret_noa,0.0032600000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-01
1118,2008-02-01,pretret_noa,-0.0007959999999999997,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-02
1119,2008-03-01,pretret_noa,6.399999999999993e-05,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-03
1120,2008-04-01,pretret_noa,0.0,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-04
1121,2008-05-01,pretret_noa,-0.003388,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-05
1122,2008-06-01,pretret_noa,-0.0005840000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-06
1123,2008-07-01,pretret_noa,0.0007639999999999992,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-07
1124,2008-08-01,pretret_noa,0.0018520000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-08
1125,2008-09-01,pretret_noa,-0.0018800000000000008,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-09
1126,2008-10-01,pretret_noa,-0.0004719999999999999,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-10
1127,2008-11-01,pretret_noa,-0.0012839999999999998,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-11
1128,2008-12-01,pretret_noa,0.0005800000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2008-12
1129,2009-01-01,pretret_noa,-0.00019599999999999812,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-01
1130,2009-02-01,pretret_noa,0.0012759999999999998,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-02
1131,2009-03-01,pretret_noa,-0.001868000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-03
1132,2009-04-01,pretret_noa,-0.0005880000000000004,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-04
1133,2009-05-01,pretret_noa,-0.00029600000000000047,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-05
1134,2009-06-01,pretret_noa,0.0017800000000000008,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-06
1135,2009-07-01,pretret_noa,0.00023999999999999895,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-07
1136,2009-08-01,pretret_noa,-5.5999999999999145e-05,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-08
1137,2009-09-01,pretret_noa,0.0005719999999999995,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-09
1138,2009-10-01,pretret_noa,0.0016640000000000005,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-10
1139,2009-11-01,pretret_noa,0.003892000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-11
1140,2009-12-01,pretret_noa,0.0042840000000000005,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2009-12
1141,2010-01-01,pretret_noa,-0.0005999999999999995,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-01
1142,2010-02-01,pretret_noa,0.00025199999999999984,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-02
1143,2010-03-01,pretret_noa,0.0009760000000000008,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-03
1144,2010-04-01,pretret_noa,-0.0007439999999999998,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-04
1145,2010-05-01,pretret_noa,-0.000519999999999999,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-05
1146,2010-06-01,pretret_noa,-0.003132,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-06
1147,2010-07-01,pretret_noa,0.0012080000000000005,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-07
1148,2010-08-01,pretret_noa,-0.001056,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-08
1149,2010-09-01,pretret_noa,0.00017599999999999983,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-09
1150,2010-10-01,pretret_noa,0.0007119999999999994,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-10
1151,2010-11-01,pretret_noa,0.00304,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-11
1152,2010-12-01,pretret_noa,-0.0015759999999999995,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2010-12
1153,2011-01-01,pretret_noa,-0.0032039999999999994,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-01
1154,2011-02-01,pretret_noa,-4.399999999999959e-05,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-02
1155,2011-03-01,pretret_noa,-7.200000000000023e-05,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-03
1156,2011-04-01,pretret_noa,0.0023679999999999994,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-04
1157,2011-05-01,pretret_noa,-0.0020159999999999983,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-05
1158,2011-06-01,pretret_noa,-0.0026520000000000003,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-06
1159,2011-07-01,pretret_noa,-0.0017039999999999998,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-07
1160,2011-08-01,pretret_noa,0.001907999999999999,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-08
1161,2011-09-01,pretret_noa,-0.004516,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-09
1162,2011-10-01,pretret_noa,-5.600000000000003e-05,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-10
1163,2011-11-01,pretret_noa,-0.001092,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-11
1164,2011-12-01,pretret_noa,0.0016320000000000006,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2011-12
1165,2012-01-01,pretret_noa,0.0022640000000000004,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-01
1166,2012-02-01,pretret_noa,0.0034959999999999995,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-02
1167,2012-03-01,pretret_noa,0.0035000000000000005,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-03
1168,2012-04-01,pretret_noa,0.0032599999999999994,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-04
1169,2012-05-01,pretret_noa,0.006284000000000002,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-05
1170,2012-06-01,pretret_noa,0.0011360000000000005,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-06
1171,2012-07-01,pretret_noa,0.001452,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-07
1172,2012-08-01,pretret_noa,0.002152000000000001,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-08
1173,2012-09-01,pretret_noa,-0.0025439999999999994,Pre-tax return on Net Operating Assets,"Operating Income After Depreciation as a fraction of average Net Operating Assets (NOA) based on most recent two periods, where NOA is defined as the sum of Property Plant and Equipment and Current Assets minus Current Liabilities",2012-09
